id,title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime,disney
470,Moby Dick,1998,7,6.4,75,0,0,1,0
471,Oggy and the Cockroaches,1998,0,7.3,0,1,0,0,0
472,Orphen,1998,,6,0,0,0,1,0
473,Our Mutual Friend,1998,,8.1,0,0,0,1,0
474,Out of the Box,1998,0,7.5,0,0,0,0,1
475,Philipp Shorts,1998,,,0,0,0,1,0
476,"Pinky, Elmyra & the Brain",1998,,5.8,0,0,1,0,0
477,Sex and the City,1998,18,7.1,71,0,0,1,0
478,Silver Surfer,1998,7,7.1,0,0,0,0,1
479,Super Structures of the World,1998,,,0,0,0,1,0
480,Sworn to Secrecy: Secrets of War,1998,16,7.4,0,0,0,1,0
481,That '70s Show,1998,16,8.1,0,1,0,0,0
482,The Legend of William Tell,1998,,7.2,0,0,0,1,0
483,The Magnificent Seven,1998,,7.6,0,0,0,1,0
484,The Powerpuff Girls,1998,7,7.2,0,0,1,0,0
485,The Wiggles,1998,0,5.7,0,1,0,0,0
486,TRIGUN,1998,7,8.3,100,0,1,0,0
487,Two Worlds,1998,,6.4,0,0,0,1,0
488,Warriors of the Night,1998,,,0,0,0,1,0
489,Weird Homes,1998,,7.2,0,0,0,1,0
490,Will & Grace,1998,16,7.2,0,0,1,0,0
491,Young Hercules,1998,7,5.8,0,0,1,0,0
492,Yu-Gi-Oh!,1998,,7.9,0,1,1,1,0
493,Africa from the Ground Up,1999,,,0,0,0,1,0
494,Amazon,1999,,7.6,0,0,0,1,0
495,Angel,1999,7,7.9,88,0,1,0,0
496,Aristocrats,1999,7,7.3,0,0,0,1,0
497,Battlefront,1999,,8.3,0,0,0,1,0
498,Chewin' the Fat,1999,,8.2,0,1,0,0,0
499,Cold Case Files,1999,18,8,0,1,1,0,0
500,Crime Stories,1999,,7.3,0,0,0,1,0
501,Digimon Adventure,1999,7,7.3,0,0,1,0,0
502,Dilbert,1999,7,7.3,0,0,0,1,0
503,Divorce Court,1999,,4.1,0,0,1,0,0
504,Family Guy,1999,18,8.1,71,1,1,0,0
505,Farscape,1999,16,8.2,90,0,0,1,0
506,Futurama,1999,16,8.4,95,0,1,0,0
507,Grand Designs,1999,7,8.5,0,1,0,0,0
508,Hi-5,1999,0,6.4,0,0,0,1,0
509,Home Movies,1999,7,8,100,0,1,0,0
510,House Hunters,1999,0,8.2,0,0,1,0,0
511,Jackson's Wharf,1999,,6.3,0,0,0,1,0
512,Julia and Jacques Cooking at Home,1999,0,8.6,0,0,0,1,0
513,L.A. Heat,1999,,7.4,0,0,0,1,0
514,Law & Order: Special Victims Unit,1999,16,8,0,1,1,1,0
515,Los Beltrán,1999,,,0,0,1,0,0
516,Monster Rancher,1999,7,7.1,0,0,1,1,0
517,One Piece,1999,7,8.7,0,0,1,0,0
518,Queer as Folk,1999,18,8.2,100,1,0,1,0
519,Roswell,1999,16,7.5,0,0,1,0,0
520,Safe Harbor,1999,,7.3,83,0,1,0,0
521,So Weird,1999,7,8.5,0,0,0,0,1
522,Spaced,1999,18,8.6,100,0,1,0,0
523,Spider-Man Unlimited,1999,7,6.5,50,0,0,0,1
524,SpongeBob SquarePants,1999,7,8.1,0,0,0,1,0
525,The Avengers: United They Stand,1999,7,5.5,0,0,0,0,1
526,The League of Gentlemen,1999,18,8.4,0,0,1,1,0
527,The New Woody Woodpecker Show,1999,0,6.5,0,0,1,0,0
528,The PJs,1999,16,6.6,0,0,1,0,0
529,The Sopranos,1999,18,9.2,92,0,0,1,0
530,The West Wing,1999,16,8.8,75,1,0,0,0
531,Trail of Tears,1999,0,8.2,0,0,0,1,0
532,Victoria's Secret Fashion Show,1999,18,8.2,0,0,1,0,0
533,WWE Friday Night SmackDown,1999,7,7.3,0,0,1,0,0
534,Zoboomafoo,1999,7,7.5,0,0,0,1,0
535,21 Day Transformation,2000,,,0,0,0,1,0
536,Air Wars,2000,,,0,0,0,1,0
537,Black Books,2000,7,8.5,100,0,1,1,0
538,Clifford the Big Red Dog,2000,0,6.6,0,0,0,1,0
539,Closer to Truth,2000,0,8.4,0,0,0,1,0
540,Coupling,2000,7,3.6,0,0,1,0,0
541,CSI: Crime Scene Investigation,2000,16,7.6,0,0,1,0,0
542,Curb Your Enthusiasm,2000,18,8.7,92,0,0,1,0
543,Dark Knight,2000,13,5.3,0,0,0,1,0
544,Dora the Explorer,2000,0,4,0,0,0,1,0
545,El Clon,2000,,6.8,0,1,1,0,0
546,Empires,2000,0,,0,0,0,1,0
547,Even Stevens,2000,0,7.6,0,0,0,0,1
548,Gensomaden Saiyuki,2000,16,7.4,0,0,1,0,0
549,Gilmore Girls,2000,16,8.1,85,1,0,0,0
550,InuYasha,2000,16,7.9,0,1,1,0,0
551,Lorna Doone,2000,,6.9,0,0,0,1,0
552,Maggie and the Ferocious Beast,2000,0,6.5,0,0,0,1,0
553,Malcolm in the Middle,2000,7,8,0,1,1,0,0
554,Max Steel,2000,7,6.2,0,0,1,0,0
555,"Miracle of Faith: 2,000 Years of Christianity in the Holy Land",2000,,,0,0,0,1,0
556,MuscleCar,2000,0,,0,0,0,1,0
557,Pioneer Quest: A Year in the Real West,2000,,7.2,0,0,0,1,0
558,Rick Steves' Europe,2000,0,8.4,0,0,1,1,0
559,Sealab 2021,2000,16,7.9,74,0,1,0,0
560,Secrets of the Dead,2000,7,7.8,0,0,0,1,0
561,Shark Gordon,2000,,8.2,0,0,0,1,0
562,Sports Adventures,2000,,,0,1,0,0,0
563,Survivor,2000,7,7.2,0,0,1,1,0
564,Tales of the Living Dead,2000,,,0,0,0,1,0
565,Teacher's Pet,2000,0,6.4,0,0,0,0,1
566,The Paley Center,2000,,,0,0,1,0,0
567,The Prosecutors: In Pursuit Of Justice,2000,,7.5,0,0,0,1,0
568,This Is Personal: The Hunt for the Yorkshire Ripper,2000,,7.7,0,0,0,1,0
569,To Build Or Not To Build,2000,,,0,1,0,0,0
570,VanDread,2000,16,7.1,0,0,1,0,0
571,X-Men: Evolution,2000,7,7.9,0,0,1,0,1
572,24,2001,16,8.3,86,0,1,0,0
573,A Century of Science Fiction,2001,,,0,0,0,1,0
574,A Little Snow Fairy Sugar,2001,,7.3,0,0,0,1,0
575,Atlantis High,2001,0,7.9,0,0,0,1,0
576,Band of Brothers,2001,18,9.4,94,0,0,1,0
577,Behind Enemy Lines,2001,13,6.4,37,1,0,0,0
578,Celtic Myths,2001,,,0,0,0,1,0
579,City Homicide,2001,,7.4,0,0,1,1,0
580,Digimon Tamers,2001,7,7.7,0,0,1,0,0
581,Dinner for Five,2001,18,8.1,0,1,0,0,0
582,Extinct,2001,,6.3,0,0,0,1,0
583,Fear Factor,2001,7,5.6,0,0,1,0,0
584,Fruits Basket,2001,7,7.9,0,0,1,0,0
585,Great Artists with Tim Marlow,2001,,8.2,0,0,0,1,0
586,Grounded for Life,2001,16,7.4,0,0,0,1,0
587,"Gunpowder, Treason and Plot",2001,,7.1,0,1,0,0,0
588,Hellsing,2001,16,7.9,0,0,1,0,0
589,Hikaru no Go,2001,0,8.3,0,0,1,0,0
590,Hitler's Holocaust,2001,,,0,0,0,1,0
591,How Does That Work?,2001,,,0,0,0,1,0
592,How It's Made,2001,0,7.8,0,0,1,0,0
593,Invader Zim,2001,7,8.3,100,0,1,0,0
594,Lizzie McGuire,2001,0,6.6,100,0,0,0,1
595,McLeod's Daughters,2001,16,7.2,0,0,1,1,0
596,Miracle Pets,2001,,7.5,0,0,0,1,0
597,Reba,2001,7,6.5,0,0,1,0,0
598,Road to Victory,2001,,,0,1,0,0,0
599,Rudy Maxa's Travel,2001,,,0,0,1,1,0
600,Sam's Game,2001,,5.1,0,0,0,1,0
601,Scrubs,2001,7,8.3,83,0,1,0,0
602,Secrets of Ancient Empires,2001,,,0,0,0,1,0
603,Six Feet Under,2001,18,8.7,81,0,0,1,0
604,Smallville,2001,7,7.4,78,0,1,0,0
605,Star Trek: Enterprise,2001,7,7.5,50,1,1,1,0
606,Superships,2001,0,8.4,0,0,0,1,0
607,The Amazing Race,2001,7,7.6,0,0,1,1,0
608,The Bernie Mac Show,2001,7,6.9,0,1,0,0,0
609,The Book of Pooh,2001,,6.3,0,0,0,0,1
610,The Celts,2001,,8,0,0,0,1,0
611,The Fairly OddParents,2001,0,7.2,0,0,1,0,0
612,The Guardian,2001,7,7.4,0,0,1,1,0
613,The Office,2001,16,8.5,96,0,1,0,0
614,The Prince of Han Dynasty 1,2001,,,0,0,0,1,0
615,The Proud Family,2001,0,6.4,0,0,0,0,1
616,The Roman Empire in the First Century,2001,,7.5,0,0,0,1,0
617,The Saddle Club,2001,0,5.9,0,0,0,1,0
618,The Tribe,2001,7,7.7,0,0,0,1,0
619,The Way We Live Now,2001,,7.6,0,0,0,1,0
620,Totally Spies!,2001,7,7,0,0,0,1,0
621,Trailer Park Boys,2001,18,8.4,0,1,0,0,0
622,.hack,2002,7,6.9,18,0,1,0,0
623,A Cook's Tour,2002,16,8.1,0,1,0,0,0
624,American Idol,2002,7,4.1,68,0,1,0,0
625,Animal Favorites,2002,,,0,0,0,1,0
626,Ask This Old House,2002,0,7.6,0,0,1,0,0
627,Barefoot Contessa: Back to Basics,2002,0,7.4,0,0,1,0,0
628,Border Patrol,2002,7,,0,1,0,0,0
629,CSI: Miami,2002,16,6.4,0,1,1,0,0
630,Cyberchase,2002,0,6.8,0,0,0,1,0
631,Daniel Deronda,2002,,7.2,0,0,1,0,0
632,Diagnosis: Unknown,2002,,8.5,0,0,0,1,0
633,Edge of the Universe,2002,,,0,1,0,0,0
634,Escape to the Country,2002,0,7.1,0,1,0,0,0
635,Firefly,2002,16,9,85,0,1,0,0
636,Full Metal Panic!,2002,16,7.6,0,0,1,0,0
637,GetBackers,2002,16,7.4,0,0,0,1,0
638,Hitler In His Own Words,2002,,,0,0,0,1,0
639,Jeremiah,2002,18,7,0,0,1,1,0
640,Juana la virgen,2002,,5.9,0,0,1,0,0
641,Kath & Kim,2002,7,8.2,0,1,0,0,0
642,Kim Possible,2002,7,7.2,0,0,0,0,1
643,La familia P. Luche,2002,7,7.7,0,1,0,0,0
644,Last Call with Carson Daly,2002,16,2.9,0,0,1,0,0
645,Look Around You,2002,7,8.4,0,0,1,0,0
646,Monk,2002,7,7.9,90,0,0,1,0
647,Monster Garage,2002,7,5.9,0,1,0,0,0
648,Monster Hunters,2002,,5,0,0,0,1,0
649,Most Haunted,2002,,5,0,0,0,1,0
650,Mr. Bean: The Animated Series,2002,0,6.8,0,0,0,1,0
651,Naruto,2002,7,8.3,0,1,1,0,0
652,Princess Tutu,2002,16,8.1,0,0,1,1,0
653,RahXephon,2002,16,7.3,0,0,0,1,0
654,Roughing It,2002,,7,0,0,0,1,0
655,Still Game,2002,16,8.9,0,1,0,0,0
656,Tenchi Muyô! GXP,2002,7,7.1,0,0,1,0,0
657,The Adventures of Jimmy Neutron: Boy Genius,2002,0,6.7,0,0,1,0,0
658,The Bachelor,2002,16,3.2,0,1,1,0,0
659,The F.B.I. Files Specials,2002,,,0,0,0,1,0
660,The Jury,2002,,7.7,0,0,0,1,0
661,The Lost World,2002,,,0,0,0,1,0
662,The Sea Hunters,2002,0,8,0,0,0,1,0
663,The Shield,2002,18,8.7,90,0,1,0,0
664,The Twelve Kingdoms,2002,16,8.1,0,0,0,1,0
665,The Wire,2002,18,9.3,94,0,0,1,0
666,Ultimate Force,2002,18,7.7,0,0,0,1,0
667,Unsolved History,2002,,7,0,0,0,1,0
668,"What's New, Scooby-Doo?",2002,7,7.2,0,1,0,0,0
669,Always and Forever,2003,,,0,0,0,1,0
670,America's Next Top Model,2003,7,5.5,0,0,1,1,0
671,Angels in America,2003,18,8.2,90,0,0,1,0
672,Arrested Development,2003,16,8.7,75,1,1,0,0
673,Bikini Destinations,2003,18,6.5,0,0,0,1,0
674,Blue Murder,2003,,7.2,0,0,0,1,0
675,Bounty Hamster,2003,,,0,0,0,1,0
676,Carnivàle,2003,18,8.4,0,0,0,1,0
677,Charles II: The Power and The Passion,2003,16,7.5,0,0,0,1,0
678,Clifford's Puppy Days,2003,0,6.7,0,0,0,1,0
679,CNBC Originals,2003,16,,0,0,1,0,0
680,Code Lyoko,2003,7,7.3,0,0,0,1,0
681,Coming to the Stage,2003,,,0,0,1,0,0
682,Dead Like Me,2003,16,8.1,87,0,1,1,0
683,Forensic Factor,2003,18,7.3,0,0,0,1,0
684,Fullmetal Alchemist,2003,16,8.6,0,1,0,0,0
685,Gunslinger Girl,2003,16,7.4,0,1,0,0,0
686,Honolulu P.D.,2003,,,0,0,0,1,0
687,Jimmy Kimmel Live!,2003,16,6.6,0,0,1,0,0
688,Kaleido Star,2003,16,7.7,0,0,1,0,0
689,L.A. Dragnet,2003,,7.1,0,0,1,0,0
690,Legends of Power with Tony Robinson,2003,,,0,0,0,1,0
691,Lilo & Stitch: The Series,2003,0,6.8,0,0,0,0,1
692,Little Britain,2003,18,7.6,0,0,1,0,0
693,"Monsters, Madness and Mayhem",2003,,,0,0,0,1,0
694,My Life as a Teenage Robot,2003,0,7,0,0,1,0,0
695,MythBusters,2003,7,8.3,0,0,1,0,0
696,NCIS,2003,16,7.8,40,1,0,0,0
697,New Tricks,2003,16,7.8,0,0,1,0,0
698,Nip/Tuck,2003,18,7.6,75,0,1,0,0
699,One Tree Hill,2003,16,7.6,0,0,1,0,0
700,Pasión de Gavilanes,2003,,,0,0,1,0,0
701,Peep show,2003,18,8.6,96,0,1,1,0
702,Penn & Teller: Bullshit!,2003,18,8.2,0,0,1,0,0
703,Pororo the Little Penguin,2003,0,5.8,0,1,1,1,0
704,Red vs. Blue,2003,,8.3,0,1,0,0,0
705,Rommel,2003,,,0,0,0,1,0
706,S.O.S! Winter,2003,,,0,0,0,1,0
707,Scare Tactics,2003,16,6.7,0,1,0,0,0
708,Sonic x,2003,16,6.1,0,1,1,1,0
709,Strawberry Shortcake,2003,0,4.8,0,1,0,0,0
710,Technological Marvels of the Ancient World,2003,,,0,0,0,1,0
711,That's So Raven,2003,0,6.5,0,0,0,0,1
712,The Bachelorette,2003,16,3.4,62,0,1,0,0
713,The Edwardian Country House,2003,,8.3,0,0,0,1,0
714,The In-Laws,2003,13,5.7,34,1,0,0,0
715,The Simple Life,2003,16,3.8,35,0,0,1,0
716,Traffic Cops,2003,,7.2,0,1,0,0,0
717,Warrior Women,2003,,8,0,0,0,1,0
718,William and Mary,2003,,7.6,0,0,0,1,0
719,6teen,2004,7,7.2,0,0,0,1,0
720,Agatha Christie's Marple,2004,16,7.7,0,0,1,0,0
721,Battlestar Galactica,2004,16,8.6,82,0,1,0,0
722,Betrayal!,2004,,,0,0,0,1,0
723,Beyond Invention,2004,,,0,0,0,1,0
724,Bleach,2004,18,8.1,0,1,1,0,0
725,Boston Legal,2004,16,8.4,86,0,1,0,0
726,Bridezillas,2004,16,3.9,0,0,1,0,0
727,Chop Cut Rebuild,2004,,7.9,0,0,0,1,0
728,Danny Phantom,2004,7,7.1,0,0,1,0,0
729,Deadwood,2004,18,8.6,92,0,0,1,0
730,Desperate Housewives,2004,7,7.4,72,0,1,0,0
731,Did You See That?,2004,,,0,0,0,1,0
732,Doc Martin,2004,7,8.3,0,0,1,0,0
733,Dog Whisperer,2004,0,8,0,0,0,0,1
734,Dr. G: Medical Examiner,2004,16,8.3,0,0,0,1,0
735,Drake & Josh,2004,7,7.7,0,0,1,0,0
736,Elfen Lied,2004,18,8,100,0,1,1,0
737,Entourage,2004,16,8.4,66,0,0,1,0
738,Fantastic Festivals of the World,2004,,,0,0,0,1,0
739,Fashion News Live,2004,,6.2,0,0,0,1,0
740,Fields of Glory,2004,,5.8,0,0,1,0,0
741,Flying Through Time,2004,0,,0,0,0,1,0
742,Foster's Home for Imaginary Friends,2004,7,7.6,0,0,1,0,0
743,Franny's Feet,2004,0,6.3,0,0,0,1,0
744,Ghost Hunters,2004,7,6.2,0,0,0,1,0
745,Heaven on Earth,2004,,,0,0,0,1,0
746,Holy Wars,2004,,,0,0,0,1,0
747,House,2004,16,8.7,90,0,0,1,0
748,Hustle,2004,16,8.1,0,0,0,1,0
749,Island at War,2004,,7.6,0,0,0,1,0
750,Jessica,2004,16,7.6,0,0,0,1,0
751,Justice League Unlimited,2004,,8.7,0,1,0,0,0
752,Kannazuki no Miko,2004,16,6.6,0,0,0,1,0
753,Kikoriki,2004,0,7.4,0,1,0,0,0
754,La Femme Musketeer,2004,,5.7,0,0,0,1,0
755,Legend of Earthsea,2004,,5.8,0,0,0,1,0
756,Lost,2004,16,8.3,85,0,1,0,0
757,Love It or Lose It,2004,,6,0,0,0,1,0
758,Mad Mad House,2004,,7.2,0,0,1,0,0
759,Nanny 911,2004,7,5.4,0,0,0,1,0
760,North & South,2004,7,8.6,0,1,0,0,0
761,NY-LON,2004,18,7.5,0,0,1,0,0
762,Peep and the Big Wide World,2004,0,6.9,0,0,0,1,0
763,Phil of the Future,2004,0,7,0,0,0,0,1
764,Postcards from Buster,2004,0,6.1,0,0,0,1,0
765,Private Jets Revealed,2004,,,0,0,0,1,0
766,Project Runway,2004,16,7.3,0,0,1,0,0
767,ReGenesis,2004,18,7.9,0,0,0,1,0
768,Rescue Me,2004,18,8.3,89,0,1,0,0
769,Rubí,2004,7,8.1,0,1,0,0,0
770,Samurai Champloo,2004,18,8.5,88,0,1,0,0
771,School Rumble,2004,7,7.8,0,0,1,0,0
772,Shameless,2004,18,8,0,0,1,1,0
773,Show Me the Money,2004,,,0,1,0,0,0
774,Simple Living With Wanda Urbanska,2004,,,0,0,0,1,0
775,Spacefiles,2004,,,0,0,0,1,0
776,Stargate Atlantis,2004,7,8.1,0,0,1,1,0
777,Stories from the Stone Age,2004,0,8.5,0,0,0,1,0
778,Survivorman,2004,7,8.2,0,0,1,1,0
779,Tales of the Unexplained,2004,,,0,0,0,1,0
780,Tenjho Tenge,2004,18,7,0,0,0,1,0
781,The 4400,2004,7,7.3,95,1,0,0,0
782,The Backyardigans,2004,7,6.9,0,0,0,1,0
783,The Biggest Loser,2004,7,5.4,0,0,1,0,0
784,The Brief,2004,,7.3,0,0,0,1,0
785,The First 48,2004,18,8.2,0,0,1,0,0
786,The Mighty Boosh,2004,16,8.3,100,0,1,0,0
787,The Outsiders,2004,16,7.4,0,1,0,0,0
788,The Remarkable 20th Century,2004,,7.7,0,0,0,1,0
789,The Venture Bros.,2004,18,8.5,92,0,1,0,0
790,ToddWorld,2004,,6.8,0,0,0,1,0
791,Ultimate Survival: Everest,2004,,7.2,0,0,0,1,0
792,Untold Stories of the ER,2004,16,7.5,0,1,0,0,0
793,Veronica Mars,2004,16,8.3,92,0,1,0,0
794,Winx Club,2004,7,5.9,0,1,0,0,0
795,Yu-Gi-Oh! GX,2004,0,6.7,0,0,1,1,0
796,Zero Hour,2004,7,7.9,0,0,0,1,0
797,A Century of Lionel Legendary Trains,2005,,,0,0,0,1,0
798,Accident Investigator,2005,,7.5,0,0,0,1,0
799,American Dad!,2005,16,7.3,0,0,1,0,0
800,Anthony Bourdain: No Reservations,2005,7,8.4,0,0,1,0,0
801,Aquarion,2005,18,6.6,0,0,1,0,0
802,Archangel,2005,,6.5,0,0,1,0,0
803,Australia's Next Top Model,2005,,6,0,0,1,0,0
804,Avatar: The Last Airbender,2005,7,9.2,100,1,0,0,0
805,Basilisk,2005,18,4.6,0,0,1,0,0
806,Ben 10,2005,7,7.2,0,0,1,0,0
807,Beyond,2005,,7,0,0,0,1,0
808,Black Cat,2005,16,7.1,0,0,1,0,0
809,Bleak House,2005,16,8.3,0,0,1,0,0
810,Blue Water High,2005,0,7,0,0,0,1,0
811,Bones,2005,16,7.8,90,0,1,1,0
812,Breadwinners,2005,7,2.4,0,0,1,0,0
813,Casanova,2005,16,7.9,0,1,0,0,0
814,Charlie and Lola,2005,0,6.6,0,0,0,1,0
815,Charlie Jade,2005,16,7.2,0,0,0,1,0
816,Cocaine,2005,,7,0,1,0,0,0
817,Crime Investigation Australia,2005,18,7.9,0,0,0,1,0
818,Criminal Minds,2005,16,8.1,0,1,0,0,0
819,Dancing with the Stars,2005,7,4.4,0,0,1,0,0
820,Dangerous Encounters,2005,0,7.1,0,0,0,1,0
821,Dante's Cove,2005,18,6,0,0,1,0,0
822,Deadliest Catch,2005,7,7.8,0,0,1,0,0
823,Deadly Women,2005,16,8,0,0,1,1,0
824,Elizabeth I,2005,18,7.9,0,0,0,1,0
825,Empire Falls,2005,16,7.3,0,0,0,1,0
826,Everybody Hates Chris,2005,7,7.4,95,0,1,0,0
827,Extras,2005,16,8.3,89,1,0,1,0
828,Food Network Star,2005,7,6.3,0,0,1,0,0
829,Galaxy Racers,2005,,,0,0,0,1,0
830,Ghost Whisperer,2005,7,6.3,0,0,1,1,0
831,Globe Trekker,2005,0,8.6,0,0,0,1,0
832,Grey's Anatomy,2005,16,7.6,83,1,1,0,0
833,Hell Girl,2005,18,7.5,0,0,0,1,0
834,Hell's Kitchen,2005,16,7.1,0,0,1,1,0
835,How I Met Your Mother,2005,16,8.3,83,0,1,0,0
836,I Love Toy Trains - I Love Big Trains,2005,,,0,0,0,1,0
837,I Shouldn't Be Alive,2005,7,8,0,0,0,1,0
838,Intervention,2005,16,7.9,0,0,1,0,0
839,Iron Chef America,2005,0,7.1,0,0,1,0,0
840,It's Always Sunny in Philadelphia,2005,18,8.8,96,0,1,0,0
841,Johnny Test,2005,0,4.9,0,1,0,0,0
842,Kojak,2005,,5.4,33,0,1,0,0
843,Little Einsteins,2005,0,6.2,0,0,0,0,1
844,Living With Fran,2005,,5.8,0,0,1,0,0
845,Marine Machines,2005,,,0,0,0,1,0
846,Medium,2005,16,6.9,0,0,1,1,0
847,Meerkat Manor,2005,,8.2,0,0,0,1,0
848,Miami Ink,2005,16,6.5,0,0,0,1,0
849,Mix Master: King of Cards,2005,,7.2,0,0,0,1,0
850,Monster Moves,2005,,6.8,0,0,0,1,0
851,Mushi-Shi,2005,16,8.5,100,1,1,1,0
852,My Fair Brady,2005,,3.8,0,0,0,1,0
853,My Name Is Earl,2005,16,7.7,82,0,1,0,0
854,My Super Sweet 16,2005,7,1.8,0,0,1,0,0
855,Namaste Yoga,2005,,7.4,0,0,0,1,0
856,Negima!,2005,7,6.1,0,0,1,0,0
857,Nova ScienceNow,2005,0,8.5,0,0,0,1,0
858,Outrageous Fortune,2005,18,8.3,0,0,0,1,0
859,Pet Alien,2005,0,5.1,0,0,0,1,0
860,Pocoyo,2005,0,7.5,0,1,1,1,0
861,Prison Break,2005,16,8.3,60,0,1,0,0
862,Puppy Bowl,2005,0,,0,0,1,0,0
863,Robot Chicken,2005,18,7.7,0,0,1,0,0
864,Rome,2005,18,8.7,86,0,0,1,0
865,Sea Power,2005,,,0,0,0,1,0
866,Second chance,2005,7,6.9,0,0,1,0,0
867,Secret Smile,2005,,6.9,0,0,0,1,0
868,Spiral,2005,7,8.5,0,0,1,1,0
869,Stacked,2005,7,6,0,0,1,0,0
870,Strange Love,2005,,2.3,0,0,0,1,0
871,Supernatural,2005,16,8.4,93,1,0,0,0
872,Supervolcano,2005,7,6.7,0,1,0,0,0
873,Tanks!,2005,,,0,0,0,1,0
874,The Comeback,2005,18,8,72,0,0,1,0
875,The Crusaders,2005,,,0,0,0,1,0
876,The F Word,2005,18,6.9,0,0,1,0,0
877,The Incredible Journey of Mary Bryant,2005,18,7.4,0,0,0,1,0
878,The Naked Archaeologist,2005,,7.3,0,0,0,1,0
879,The Office,2005,16,8.9,81,1,0,0,0
880,The Prince Who Turns into a Frog,2005,,7.2,0,1,0,0,0
881,The Staircase,2005,16,7.9,93,1,0,0,0
882,The Suite Life of Zack & Cody,2005,0,6.5,0,0,0,0,1
883,The Thick of It,2005,18,8.7,85,0,0,1,0
884,The Ultimate Fighter,2005,16,7.8,0,0,1,0,0
885,The Young Turks,2005,16,5.5,0,0,1,1,0
886,Til Debt Do Us Part,2005,,7.7,0,0,0,1,0
887,To the Ends of the Earth,2005,,7.2,0,0,0,1,0
888,Toopy and Binoo,2005,0,6.8,0,0,1,0,0
889,Unscripted,2005,,7.1,0,0,0,1,0
890,Wallander,2005,,7.6,0,0,1,0,0
891,Weeds,2005,18,7.9,70,1,0,0,0
892,Wildfire,2005,16,7.5,0,0,0,1,0
893,10.5: Apocalypse,2006,,4.5,0,0,0,1,0
894,1001 Nights,2006,,,0,0,0,1,0
895,30 Rock,2006,16,8.2,85,0,1,1,0
896,Air Gear,2006,18,7.2,0,0,1,0,0
897,America's Got Talent,2006,7,5.8,0,0,1,0,0
898,Ancient Secrets of the Bible,2006,,,0,0,0,1,0
899,Bali,2006,0,5.5,0,0,0,1,0
900,Bernard,2006,7,6.1,0,1,0,1,0
901,Big Love,2006,18,7.5,80,0,0,1,0
902,Bizarre Foods with Andrew Zimmern,2006,7,7.8,0,0,1,0,0
903,Black Blood Brothers,2006,16,7.1,0,0,1,0,0
904,Black Lagoon,2006,18,8,0,0,1,0,0
905,Bondi Rescue,2006,7,7.6,0,1,0,0,0
906,Brothers and Sisters,2006,16,7.3,0,0,1,0,0
907,Canada's Worst Handyman,2006,7,4.6,0,1,0,0,0
908,Code Geass: Lelouch of the Rebellion,2006,18,8.6,0,1,0,0,0
909,Conviction,2006,16,7,0,0,1,0,0
910,Curious George,2006,0,7.1,0,0,1,0,0
911,D.Gray-man,2006,16,7.7,0,0,1,0,0
912,Death Note,2006,18,9,0,1,1,0,0
913,Devil's Brigade,2006,,7.1,0,0,0,1,0
914,Dexter,2006,18,8.6,72,1,0,0,0
915,El Chavo: The Animated Series,2006,0,5.4,0,1,0,0,0
916,Ergo Proxy,2006,16,8,0,0,1,0,0
917,Eureka,2006,7,7.9,0,0,0,1,0
918,Everest: Beyond the Limit,2006,7,8.4,0,0,0,1,0
919,Fantastic Four: World's Greatest Heroes,2006,7,6.8,0,0,0,0,1
920,Fashion House,2006,18,6.5,0,0,1,0,0
921,Fate/stay night,2006,18,7.4,0,1,1,0,0
922,Fetch! with Ruff Ruffman,2006,0,7.5,0,0,0,1,0
923,Flavor of Love,2006,16,4.5,0,0,1,0,0
924,Friday Night Lights,2006,7,8.7,97,0,1,0,0
925,Great British Menu,2006,,7.3,0,1,1,0,0
926,H2O: Just Add Water,2006,0,7.2,0,1,1,1,0
927,Handy Manny,2006,0,5.5,0,0,1,0,1
928,Hannah Montana,2006,0,5,0,0,0,0,1
929,Hellsing Ultimate,2006,18,8.3,80,0,1,0,0
930,Higurashi When They Cry,2006,18,8,0,0,1,0,0
931,Horrid Henry,2006,7,6.1,0,1,0,1,0
932,Horseland,2006,0,5.8,0,0,0,1,0
933,House Hunters International,2006,0,7,0,0,1,0,0
934,Impact Wrestling,2006,,,0,0,1,0,0
935,In Justice,2006,,7.3,0,0,0,1,0
936,Intelligence,2006,,8.2,0,1,0,1,0
937,Jane Eyre,2006,7,8.3,0,0,1,0,0
938,Jericho,2006,16,7.2,54,1,0,0,0
939,Kenichi The Mightiest Disciple,2006,16,8.2,0,0,1,1,0
940,Legend Hunters,2006,,,0,0,0,1,0
941,Lockdown,2006,7,7.3,0,1,0,0,0
942,Locked Up Abroad,2006,16,8.2,0,0,1,1,0
943,Lucky Louie,2006,18,7.9,45,0,0,1,0
944,Maddigan's Quest,2006,,7,0,0,0,1,0
945,Man vs. Wild,2006,7,8.1,0,0,1,1,0
946,Merlin's Apprentice,2006,16,5.3,0,0,0,1,0
947,Metalocalypse,2006,18,8.2,0,0,1,0,0
948,Mickey Mouse Clubhouse,2006,0,5.7,0,0,0,0,1
949,Monty Python's Personal Best,2006,16,8,0,1,0,0,0
950,Numb3rs,2006,7,6.9,0,0,1,0,0
951,Ouran High School Host Club,2006,16,8.2,0,1,1,0,0
952,Pinky Dinky Doo,2006,0,6.3,0,0,1,0,0
953,Princess Hours,2006,7,7.7,0,0,0,1,0
